,Sr.No,PIC,Name of Dam,Operated & Maintained by,Latitude,Longitude,Year of Completion,River Basin,River,Neareast City,Seismic Zone,Dam Type,Height above Lowest Foundation Level,Dam Length,Volume Content of Dam,Gross Storage Capacity,Reservoir Area,Effective Storage Capacity,Purpose,Designed Spillway Capacity
4118,1706,MH09LH1723,AMBHORE,Maharashtra Water Resources Department,"19° 56 ' 21""","76° 30 ' 32""",1989,Godavari,Local Nalla,Lonar,II,Earthfill_Embankment,13.59,625,198000,1250000,374000,1150000,I,184
4119,1707,MH09LH1725,IBRAHIMPUR,Maharashtra Water Resources Department,"18° 36 ' 33""","77° 33 ' 19""",,Godavari,Local Nalla,Diglur,II,Earthfill_Embankment,10.25,1075,95000,137000000,589000,1260000,I,202
4120,1708,MH09LH1726,LOHAMANDVA,Maharashtra Water Resources Department,"19° 17 ' 55""","77° 35 ' 5""",,Godavari,Local Nalla,Hadgaon,II,Earthfill_Embankment,11.8,892,144000,1430000,410000,1320000,I,202
4121,1709,MH09LH1727,RUIKHEDA,Maharashtra Water Resources Department,"20° 17 ' 44""","76° 50 ' 58""",,Tapi,Local Nalla,Edalabad,II,Earthfill_Embankment,10.98,1068,111000,110491000,605100,990000,I,204
4122,1710,MH09LH1729,DHORMAL,Maharashtra Water Resources Department,"20° 59 ' 18""","76° 4 ' 56""",,Tapi,Local Nalla,Edalabad,II,Earthfill_Embankment,12.79,570,577540,110200000,279920,1030000,I,209
4123,1711,MH09LH1731,DHANIKWADA,Maharashtra Water Resources Department,"19° 21 ' 25""","77° 32 ' 7""",,Godavari,Local Nalla,Hadgaon,II,Earthfill_Embankment,14.9,764,215000,2170000,260000,2050000,I,219
4124,1712,MH09LH1732,MANDWA,Maharashtra Water Resources Department,"19° 49 ' 0""","78° 0 ' 7""",,Godavari,Local,Kinwat,II,Earthfill_Embankment,12.34,518,410000,1170000,,1000000,I,222
4125,1713,MH09LH1733,POHNER,Maharashtra Water Resources Department,"18° 7 ' 4""","76° 2 ' 11""",1987,Krishna,Local Nala,Osmanabad,III,Earthfill_Embankment,14.8,636,67600,1167000,367000,1043000,I,226
4126,1714,MH09MH1734,MAHAJANTOLA,Maharashtra Water Resources Department,"21° 58 ' 27""","80° 18 ' 35""",,Godavari,Local,Gondia,II,Earthfill_Embankment,26.79,489,110240,186000000,453000,1370000,I,226
4127,1715,MH09MH1736,ASEGAONBANDH,Maharashtra Water Resources Department,"20° 8 ' 46""","77° 19 ' 54""",2006,Godavari,Local Nalla,Mangul Pir,II,Earthfill_Embankment,15.2,805,108000,108000000,438000,770000,I,228
4128,1716,MH09LH1737,CHINCHKHEDA,Maharashtra Water Resources Department,"20° 16 ' 13""","75° 58 ' 3""",1995,Godavari,Local Nalla,Jafrabad,II,Earthfill_Embankment,11.4,780,62000,1050000,560000,920000,I,232
4129,1717,MH09LH1738,MUNGALA,Maharashtra Water Resources Department,"20° 15 ' 15""","76° 55 ' 50""",,Tapi,Local Nalla,Malegaon,II,Earthfill_Embankment,12.4,854,165000,2060000,69000,1860000,I,232
4130,1718,MH09MH1739,MURDOLI,Maharashtra Water Resources Department,"21° 15 ' 18""","80° 12 ' 44""",,Godavari,Tatekasa,Deori,II,Earthfill_Embankment,14.21,926,169270,286000000,1354000,2620000,I,240.11
4131,1719,MH09MH1740,NARIVALI,Maharashtra Water Resources Department,"19° 8 ' 8""","73° 5 ' 17""",,West Flowing Rivers from Tapi to Tadri,Local Nala,Murbad,III,Earthfill_Embankment,18.56,885,116407,195726000,195400,1801740,I,86.49
4132,1720,MH09LH1741,RITHIMOHARDA,Maharashtra Water Resources Department,"20° 10 ' 4""","75° 10 ' 30""",1989,Godavari,Local Nalla,Kannad,II,Earthfill_Embankment,14,1125,176000,186000000,725000,1720000,I,249
4133,1721,MH09MH1742,DAHE,Maharashtra Water Resources Department,"19° 42 ' 0""","73° 11 ' 0""",,West Flowing Rivers from Tapi to Tadri,Local Nala,Wada,III,Earthfill_Embankment,15.83,606,140240,168665000,603650,1251000,I,317.27
4134,1722,MH09LH1744,HIPPARGA,Maharashtra Water Resources Department,"17° 50 ' 38""","76° 7 ' 58""",1992,Krishna,Local Nala,Lohara,III,Earthfill_Embankment,12.27,942,105200,1714000,542000,1565000,I,261
4135,1723,MH09LH1745,HIVARSHINGA,Maharashtra Water Resources Department,"18° 58 ' 42""","75° 34 ' 35""",1989,Godavari,Local Nalla,Shirur,III,Earthfill_Embankment,13.75,1060,193000,1426000,469000,1280000,I,262
4136,1724,MH09MH1746,SONKUND,Maharashtra Water Resources Department,"21° 13 ' 1""","79° 47 ' 59""",,Godavari,Wainganga,Mohadi,II,Earthfill_Embankment,21.53,660,79670,3280000,1170000,2350000,I,267.7
4137,1725,MH09LH1747,DAVAN HIPPARGA,Maharashtra Water Resources Department,"18° 12 ' 33""","76° 59 ' 5""",1995,Godavari,Local Nalla,Udgir,II,Earthfill_Embankment,12.1,1535,236000,2310000,1100000,2156000,I,272
4138,1726,MH09MH1748,SHIWAN,Maharashtra Water Resources Department,"21° 19 ' 2""","75° 11 ' 50""",2007,Tapi,Shivan,Nandurbar,III,Other,28.1,975,479570,24190000,3010000,20655000,I,1864.79
4139,1727,MH09LH1750,WAGHUR,Maharashtra Water Resources Department,"20° 55 ' 14""","75° 42 ' 38""",2012,Tapi,Waghur,Bhusawal,II,Other,39.5,1080,70000,325000000,49810000,248210000,I/H,16061
4140,1728,MH09LH1751,SANGVIKATI,Maharashtra Water Resources Department,"17° 54 ' 44""","75° 59 ' 12""",1992,Krishna,Local Nala,Tuljapur,III,Earthfill_Embankment,11.3,706,51540,1256000,400000,1081000,I,309
4141,1729,MH09LH1752,JANGAMWADI,Maharashtra Water Resources Department,"18° 35 ' 36""","77° 10 ' 51""",1991,Godavari,Local Nalla,Jalkot,II,Earthfill_Embankment,14.28,1324,91000,1100000,1127000,970000,I,310
4142,1730,MH09MH1753,BHIMALKASA,Maharashtra Water Resources Department,"21° 9 ' 25""","80° 1 ' 21""",,Godavari,Local Nalla,Sakoli,II,Earthfill_Embankment,,,,,,,,
4143,1731,MH09LH1754,SIDEWAD,Maharashtra Water Resources Department,"18° 50 ' 38""","75° 10 ' 18""",1995,Krishna,Local Nala,Ashti,III,Earthfill_Embankment,10.15,810,123000,752000,260000,562000,I,320
4144,1732,MH09LH1755,MUNGAWAD,Maharashtra Water Resources Department,"18° 39 ' 27""","75° 31 ' 12""",1982,Krishna,Local Nala,Patoda,III,Earthfill_Embankment,14,680,106220,1289000,304000,1096000,I,228.8
4145,1733,MH09LH1756,SATEWADI,Maharashtra Water Resources Department,"17° 38 ' 1""","74° 26 ' 37""",1975,Krishna,Local Nala,Khatav,III,Earthfill_Embankment,13.6,730,93000,1040000,366000,840000,I,342
4146,1734,MH09LH1758,BANDARCHUWA,Maharashtra Water Resources Department,"21° 2 ' 6""","79° 34 ' 23""",,Godavari,Bandarchuwa,Sadak,II,Earthfill_Embankment,14.59,515,4758000,4760000,1184000,4080000,I,358.28
4147,1735,MH09LH1759,MASLA,Maharashtra Water Resources Department,"17° 58 ' 20""","76° 0 ' 51""",1991,Krishna,Local Nala,Tuljapur,III,Earthfill_Embankment,10.95,1380,51540,1570000,690000,1367000,I,360
4148,1736,MH09MH1760,KOLWADI,Maharashtra Water Resources Department,"20° 15 ' 0""","75° 1 ' 57""",1997,Godavari,Local Nalla,Kannad,II,Earthfill_Embankment,15.96,798,124000,2159000,702000,1832000,I,378
4149,1737,MH09HH1761,BHAM,Maharashtra Water Resources Department,"19° 39 ' 33""","73° 38 ' 47""",,Godavari,Bham,Igatpuri,III,Other,33.97,3220,45610,75420000,4980000,69760000,I,1410
4150,1738,MH09LH1764,DAHA,Maharashtra Water Resources Department,"19° 50 ' 55""","76° 23 ' 7""",1990,Godavari,Local Nalla,Jalna,II,Earthfill_Embankment,12.8,763,115000,2220000,910000,1930000,I,478
4151,1739,MH09LH1765,YENGAON,Maharashtra Water Resources Department,"20° 51 ' 54""","76° 2 ' 55""",1988,Tapi,Local Nalla,Bhusawal,II,Earthfill_Embankment,11.75,1149,338650,165696000,,1220000,I,479.05
4152,1740,MH09LH1766,SOBALGAON,Maharashtra Water Resources Department,"20° 9 ' 37""","75° 18 ' 27""",1990,Godavari,Local Nalla,Khultabad,II,Earthfill_Embankment,12,1534,204000,2342000,830000,2109000,I,485
4153,1741,MH09LH1767,BABHULGAON,Maharashtra Water Resources Department,"18° 19 ' 3""","75° 46 ' 37""",1984,Godavari,Local Nalla,Sengaon,III,Earthfill_Embankment,16.93,788,5610000,2448000,1307600,2146000,I,1046
4154,1742,MH09LH1769,MACHINDRANATH CHINCHOLI,Maharashtra Water Resources Department,"19° 29 ' 1""","76° 0 ' 54""",1994,Godavari,Local Nalla,Ghatravargi,II,Earthfill_Embankment,12.1,990,119000,3317000,1227000,3140000,I,555
4155,1743,MH09HH1770,SARANG KHEDA,Maharashtra Water Resources Department,"21° 25 ' 37""","74° 31 ' 48""",,Tapi,Tapi,Shahada,II,Earthfill_Embankment,,,,,,,,
4156,1744,MH09MH1771,BEWARTOLA (INTER STATE PR),Maharashtra Water Resources Department,"21° 16 ' 4""","80° 37 ' 51""",,Godavari,Khudus,Salekasa,II,Earthfill_Embankment,17.6,909.5,6400000,7970000,1478900,7240000,I,575
4157,1745,MH09LH1772,KOLHI,Maharashtra Water Resources Department,"20° 13 ' 50""","77° 1 ' 34""",1981,Tapi,Local Nalla,Malegaon,II,Earthfill_Embankment,14,1306,188000,5860000,185000,5270000,I,579
4158,1746,MH09HH1774,CHENNA,Maharashtra Water Resources Department,"19° 37 ' 0""","80° 8 ' 0""",,Godavari,Chenna,Chamursi,II,Earthfill_Embankment,21.7,740,413000,147900000,2930000,13990000,I,602
4159,1747,MH09MH1775,NIMGAON,Maharashtra Water Resources Department,"17° 44 ' 43""","74° 58 ' 30""",,Krishna,Gumara,Malshiras,III,Earthfill_Embankment,19.3,1279,179100,5060000,1330000,4400000,I,620
4160,1748,MH09LH1776,BADUR,Maharashtra Water Resources Department,"17° 55 ' 4""","76° 48 ' 9""",1983,Godavari,Local Nalla,Nilanga,II,Earthfill_Embankment,12.65,1279,124000,2930000,1010000,2520000,I,627
4161,1749,MH09HH1778,GODAVARI,Maharashtra Water Resources Department,"19° 58 ' 40""","73° 38 ' 12""",2008,Godavari,Godavari,Trambak,III,Earthfill_Embankment,59.37,869,4813000,53218000,1928000,52900000,I,1808
4162,1750,MH09LH1779,PINDKEPUR,Maharashtra Water Resources Department,"21° 20 ' 56""","80° 0 ' 32""",,Godavari,Tr. Pangol,Gondia,II,Earthfill_Embankment,13.23,5270,8555000,855000000,3245000,5920000,I,713
4163,1751,MH09LH1780,SUNA,Maharashtra Water Resources Department,"19° 24 ' 48""","77° 54 ' 40""",,Godavari,Local Nalla,Himayat nagar,II,Earthfill_Embankment,12.4,2084,99000,4334000,870000,3355000,I,736
4164,1752,MH09LH1782,KOREGAON,Maharashtra Water Resources Department,"17° 51 ' 34""","76° 38 ' 0""",1990,Krishna,Local Nala,Umarga,II,Earthfill_Embankment,11.95,1818,148110,4612000,1380000,4180000,I,777
4165,1753,MH09HH1783,GOD RIVER MEDIUM PROJ.,Maharashtra Water Resources Department,"17° 16 ' 30""","73° 36 ' 50""",2009,West Flowing Rivers from Tapi to Tadri,Gadnadi,Sangneshwar,IV,Earthfill_Embankment,71.38,616,230000,832120000,3506000,82900000,I,1563
4166,1754,MH09HH1784,KARWAPPA,Maharashtra Water Resources Department,"20° 8 ' 40""","80° 11 ' 52""",,Godavari,Karwappa,Dhanora,II,Earthfill_Embankment,35,1416,991000,325650000,4454000,31575000,I,841
4167,1755,MH09LH1785,HADGAON,Maharashtra Water Resources Department,"19° 53 ' 42""","77° 17 ' 0""",1966,Godavari,Local Nalla,Hingoli,II,Earthfill_Embankment,12.2,1024,74870,3008000,1440000,2510000,I,861
4168,1756,MH09HH1786,MANIKPURI,Maharashtra Water Resources Department,"20° 15 ' 7""","74° 43 ' 59""",2012,Tapi,Manyad,Nandgaon,III,Other,32.92,1470,472000,14760000,2380000,13450000,I,2032
4169,1757,MH09MH1788,LOWER TAPI,Maharashtra Water Resources Department,"21° 11 ' 17""","75° 0 ' 5""",,Tapi,Tapi,Amalner,III,Other,29,1876.5,303720,420560000,53890000,407594000,I/S,50881
4170,1758,MH09HH1789,BHAVALI,Maharashtra Water Resources Department,"19° 38 ' 35""","73° 35 ' 19""",2009,Godavari,Darana,Igatpuri,III,Other,32.49,1215,329000,44750000,2565000,40791000,I,662
4171,1759,MH09MH1790,JAMKHED,Maharashtra Water Resources Department,"18° 37 ' 47""","77° 28 ' 15""",2000,Godavari,Local Nalla,Mukhed,II,Earthfill_Embankment,16.9,1605,44000,10229000,3550000,8233000,I,1019
4172,1760,MH09MH1791,NAGAN,Maharashtra Water Resources Department,"20° 47 ' 14""","75° 52 ' 20""",2007,Tapi,Nagan,Navapur,III,Other,29.24,2940,1800000,26480000,3510000,23620000,I,1103
4173,1761,MH09HH1792,TALAMBA,Maharashtra Water Resources Department,"16° 2 ' 30""","73° 53 ' 24""",,West Flowing Rivers from Tapi to Tadri,Karli,Orosbudrukh,III,Earthfill_Embankment,58.35,3020,7343000,308750000,20773300,285630000,I,3404
4174,1762,MH09LH1793,WAKOD,Maharashtra Water Resources Department,"20° 9 ' 36""","75° 27 ' 48""",,Godavari,Nagzari,Aurangabad,II,Earthfill_Embankment,14.28,2980,577000,12650000,5970000,11400000,I,1380
4175,1763,MH09HH1794,MAHAMADWADI,Maharashtra Water Resources Department,"16° 12 ' 13""","73° 53 ' 5""",,West Flowing Rivers from Tapi to Tadri,Gad,Kankavali,IV,Earthfill_Embankment,66.43,1790,15900000,123740000,5530000,119162000,I/H,1504
4176,1764,MH09HH1795,LOWER PANZARA (AKKALPADA),Maharashtra Water Resources Department,"20° 56 ' 33""","74° 27 ' 11""",2012,Tapi,Panzara,Sakri,III,Other,31.81,3266,1114000,109310000,14053700,88820000,I,1791
4177,1765,MH09HH1797,DARA,Maharashtra Water Resources Department,"21° 43 ' 58""","74° 26 ' 14""",2008,Tapi,Shivan,Akhrani,III,Other,31.3,4828,2410000,14760000,700000,13450000,I,1864
4178,1766,MH09HH1798,UPPER KADWA,Maharashtra Water Resources Department,"17° 16 ' 48""","73° 33 ' 52""",,Godavari,Kadavi,Igatpuri,III,Earthfill_Embankment,21.8,860,303720,16460000,3150000,11470000,I,983
4179,1767,MH09MH1800,UTAWALI,Maharashtra Water Resources Department,"20° 25 ' 8""","76° 40 ' 46""",2005,Tapi,Utawali,Mehkar,II,Earthfill_Embankment,26.05,2112,1910000,20800000,3642150,19790000,I,3740.3
4180,1768,MH09HH1801,CHANDRABHAGA,Maharashtra Water Resources Department,"21° 20 ' 10""","77° 23 ' 33""",2005,Tapi,Chandrabhaga,Achalpur,III,Earthfill_Embankment,44.7,1573,2952000,41427000,3262000,41248000,I/H/S,2476
4181,1769,MH09MH1802,TULTULI,Maharashtra Water Resources Department,"20° 21 ' 42""","80° 14 ' 17""",,Godavari,Khobragudi,Amori,II,Earthfill_Embankment,21.59,5280,2745000,225051000,50920000,216948000,I,3460
4182,1770,MH09HH1803,PURNA,Maharashtra Water Resources Department,"21° 22 ' 6""","77° 45 ' 52""",2006,Tapi,Purna,Chandur Bazar,III,Earthfill_Embankment,45.4,3120,1277000,41759000,5880000,35370000,I/H/S,5450
4183,1771,MH09HH1804,ANJNERI,Maharashtra Water Resources Department,"19° 56 ' 14""","73° 35 ' 40""",2006,Godavari,Local Nalla,Trimbakeshwar,III,Earthfill_Embankment,28.19,810,479570,3240000,3890000,3190000,I,100.45
4184,1772,MH09HH1806,UPPER MANAR,Maharashtra Water Resources Department,"18° 49 ' 49""","77° 18 ' 45""",2004,Godavari,Manyad,Kardhar,II,Earthfill_Embankment,36.6,1252,688000,107990000,3245000,75710000,I,5774
4185,1773,MH09MH1807,SAPALI (UPPER PENGANGA),Maharashtra Water Resources Department,"19° 33 ' 40""","77° 22 ' 17""",,Godavari,Kayadhu,Kalamnuri,II,Earthfill_Embankment,20.8,3130,7235000,241000000,51380000,199000000,I,7080
4186,1774,MH09MH1808,LENDI,Maharashtra Water Resources Department,"18° 31 ' 40""","77° 25 ' 35""",,Godavari,Lendi,Mukher,II,Earthfill_Embankment,27.83,2055,4782000,734000000,1594000,5620000,I,7344
4187,1775,MH09MH1809,HUMAN,Maharashtra Water Resources Department,"20° 18 ' 27""","79° 32 ' 21""",,Godavari,Human,Shindewahi,II,Earthfill_Embankment,28.05,3217,2448000,247000000,61730000,227750000,I,9242
4188,1776,MH09HH1810,PRAKASHA BARRAGE,Maharashtra Water Resources Department,"21° 30 ' 43""","74° 20 ' 44""",2009,Tapi,Tapi,Shahada,III,Other,27.35,503,985990,63640000,11734000,62110000,I,50517
4189,1777,MH09MH1811,LOWER WARDHA,Maharashtra Water Resources Department,"20° 52 ' 42""","78° 15 ' 34""",2009,Godavari,Wardha.,Tivasa,II,Earthfill_Embankment,27.8,9464,2639000,253340000,54654000,216870000,I,20788
4190,1778,MH09MH1813,NANDURI,Maharashtra Water Resources Department,"20° 25 ' 22""","73° 53 ' 40""",2009,Tapi,Tapi,Melghat,III,Other,19.7,2186,1381250,1580000,434000,1400000,I,49299.5
4191,1779,MH09MH1814,SULWADE BARRAGE,Maharashtra Water Resources Department,"21° 18 ' 10""","74° 48 ' 5""",2009,Tapi,Tapi,Sindkheda,III,Other,29,4725,67410,65060000,12400000,65050000,I,49224
4192,1780,MH09HH1815,WADISHEWADI,Maharashtra Water Resources Department,"21° 9 ' 15""","74° 34 ' 5""",2009,Tapi,Burai,Sindkheda,III,Other,36.5,614.5,324000,36930000,6100000,33910000,I,50529
4193,1781,MH09MH1816,DEHALI,Maharashtra Water Resources Department,"21° 35 ' 44""","75° 37 ' 24""",,Tapi,Dehali,Akkalakuwa,III,Other,28.26,5349,1762000,190800000,2200000,17290000,I,64227
4194,1782,MH09MH1817,GOSI (KD),Maharashtra Water Resources Department,"20° 52 ' 29""","79° 36 ' 31""",,Godavari,Wainganga,Bhivapur,II,Composite_Concrete_and_Earth_fill ,22.5,11356,,1146075000,222580000,740168000,I/H/S/D,67373
4195,1783,MH09LH1818,ZARI,Maharashtra Water Resources Department,"19° 18 ' 58""","76° 25 ' 29""",,Godavari,Local Nalla,Pathari,II,Earthfill_Embankment,10,990,170000,1836000,695000,1636000,I,240
4196,1784,MH09LH1819,RANJANGAON,Maharashtra Water Resources Department,"19° 54 ' 0""","75° 6 ' 48""",1990,Godavari,Local Nalla,Gangapur,II,Earthfill_Embankment,10,1500,200000,1940000,750000,1760000,I,280
4197,1785,MH09MH1820,PUNAD,Maharashtra Water Resources Department,"20° 37 ' 30""","73° 52 ' 30""",2011,Tapi,Punad,Kalwan,III,Other,29.6,706.5,123000,39750000,3820000,36990000,I,1985
4198,1786,MH09MH1821,ALKHIVALI,Maharashtra Water Resources Department,"19° 21 ' 24""","73° 2 ' 48""",,West Flowing Rivers from Tapi to Tadri,Local Nala,Bhiwandi,III,Earthfill_Embankment,25.15,360,241000,8860000,1280000,7600000,I,200
4199,1787,MH09LH1822,ALANDI CHORACHI,Maharashtra Water Resources Department,"20° 6 ' 40""","73° 4 ' 3""",1983,Godavari,Alandi,Nashik,III,Earthfill_Embankment,29.3,1690,2782000,163500000,,,I,1002
4200,1788,MH09LH1824,DONGARTAL,Maharashtra Water Resources Department,"21° 28 ' 18""","79° 16 ' 10""",1971,Godavari,Local Nalla,Ramtek,II,Earthfill_Embankment,11.75,397,80000,820000,28330,785000,I,78.5
4201,1789,MH09LH1826,PRALHADPUR,Maharashtra Water Resources Department,"20° 18 ' 4""","75° 45 ' 23""",1981,Godavari,Local Nalla,Bhokardhan,II,Earthfill_Embankment,10.74,958,135000,1230000,550000,1120000,I,190
4202,1790,MH09LH1827,DHAWADI,Maharashtra Water Resources Department,"17° 41 ' 29""","74° 0 ' 3""",1974,Krishna,Local Nalla,Sambalpur,III,Earthfill_Embankment,12.45,1170,11000,1030000,,960000,I,221
4203,1791,MH09MH1828,KHANDERAJURI,Maharashtra Water Resources Department,"16° 54 ' 6""","74° 47 ' 34""",1975,Krishna,local Nalla,Miraj,III,Earthfill_Embankment,14.22,205,,571000,,513000,I,55.73
4204,1792,MH09MH1829,KURWALI (BK),Maharashtra Water Resources Department,"17° 54 ' 55""","74° 37 ' 1""",1976,Krishna,Local Nala,Phaltan,III,Earthfill_Embankment,17,1208,8000,1420000,137000,1010000,I,789
4205,1793,MH09LH1832,JAWAK,Maharashtra Water Resources Department,"18° 15 ' 0""","75° 25 ' 0""",1986,Krishna,Khari,Jamkhed,III,Earthfill_Embankment,11.57,700,150000,102500000,420000,90200000,I,298.19
4206,1794,MH09LH1833,KANHADEVI,Maharashtra Water Resources Department,"17° 39 ' 35""","75° 54 ' 23""",1982,Krishna,Local Nala,Parseoni,III,Earthfill_Embankment,10.3,702,0,2006000,,1843000,I,
4207,1795,MH09LH1836,MALKAPUR,Maharashtra Water Resources Department,"21° 13 ' 38""","78° 10 ' 55""",1995,Krishna,Local Nala,Kalamb,III,Earthfill_Embankment,22.8,354,0,1070000,830000,1010000,I,784.52
4208,1796,MH09LH1837,RAHIMBAD,Maharashtra Water Resources Department,"20° 21 ' 37""","75° 43 ' 19""",1993,Godavari,Local Nalla,Sillod,II,Earthfill_Embankment,10.05,750,70000,737000,390000,660000,I,135.95
4209,1797,MH09MH1838,MAHIND,Maharashtra Water Resources Department,"17° 22 ' 5""","73° 54 ' 13""",,Krishna,Koyna.,Patan,II,Earthfill_Embankment,,,,,,,,
4210,1798,MH09MH1840,PIMPALGAON,-,,,,To Be Confirmed,Mod Nadi,Sambalpur,,,,,,,,,,
4211,1799,MH09MH1842,PATODEWADI,Maharashtra Water Resources Department,"16° 55 ' 6""","73° 56 ' 17""",,Krishna,Local Nalla,Shahuwadi,III,Earthfill_Embankment,21.4,293,11000,1690000,316000,1610000,I,140
4212,1800,MH09MH1843,NANDESHI,Maharashtra Water Resources Department,"17° 17 ' 16""","74° 18 ' 59""",,Krishna,Local Nalla,Haveli,III,Earthfill_Embankment,19.1,585,20000,1690000,,1580000,I,206
4213,1801,MH09LH1844,BEWADI,Maharashtra Water Resources Department,"17° 38 ' 4""","74° 20 ' 56""",,Krishna,Local Nalla,Khatav,III,Earthfill_Embankment,11.48,837,88000,770000,324000,570000,I,152
4214,1802,MH09MH1845,WALWAND,Maharashtra Water Resources Department,"18° 28 ' 42""","74° 34 ' 30""",,Krishna,Local Nalla,Daund,III,Earthfill_Embankment,26.36,1145,0,2040000,,2040000,,1215
4215,1803,MH09LH1825,SHIRASWADI,Maharashtra Water Resources Department,"17° 29 ' 58""","74° 26 ' 37""",1973,To Be Confirmed,Local,Sambalpur,II,Earthfill_Embankment,,,,,,,,
4216,1804,MH09LH1831,TULSHI VRIDHAVAN,Maharashtra Water Resources Department,"16° 31 ' 29""","74° 0 ' 54""",1979,To Be Confirmed,Local,Sambalpur,II,Earthfill_Embankment,,,,,,,,
4217,1805,MH09MH1840,PIMPALGAON,Maharashtra Water Resources Department,,,2008,To Be Confirmed,Mod Nadi,Sambalpur,,,,,,,,,,
4218,1806,MH09LH1841,WAKHARI,Maharashtra Water Resources Department,"18° 26 ' 18""","74° 20 ' 31""",,Krishna,Ghataprabha,Sambalpur,II,Earthfill_Embankment,,,,,,,,
4219,1807,MH09LH1846,Waki (Ahmedpur),Maharashtra Water Resources Department,"18° 39 ' 13""","76° 54 ' 44""",1989,Godavari,Local Nalla,Ahmednagar,II,Earthfill_Embankment,13.5,1293,191000,5719000,1676000,5398000,I,950
4220,1808,MH09MH1847,Khadkisim (Erandol),Maharashtra Water Resources Department,"20° 34 ' 44""","74° 55 ' 46""",1976,Tapi,Local Nalla,Chalisgaon,III,Earthfill_Embankment,13.37,1290,114000,1446000,515270,1334000,I,249
4221,1809,MH09LH1848,Anandawadi (Jalkat),Maharashtra Water Resources Department,"18° 10 ' 30""","77° 1 ' 0""",2007,Godavari,Local Nalla,Jalkot,III,Earthfill_Embankment,12.82,660,137640,1536000,429000,1281000,I,281.47
